Feature,Importance
VE2_Dzm,0.0022163714802217937
nHsNH2,0.0022163414506536716
SpMax8_Bhv,0.002214890970409048
SIC0,0.0022147912562987464
VR3_Dze,0.002213567626414201
ATS4v,0.0021967928529917644
PubchemFP33,0.0021947983397246663
3d-RDF35p,0.0021918698354370034
nTRing,0.0021899289941909508
AATSC2c,0.002182646289940008
C2SP2,0.002171852436160076
3d-RDF50s,0.002166163480115103
ATS0i,0.0021644527849550956
3d-RDF70m,0.0021631705055960584
StN,0.002161881987739415
ETA_Epsilon_2,0.0021599092037936874
piPC5,0.0021545598924960344
SPC-5,0.002154521986155199
maxaaaC,0.0021536071370687024
3d-RDF10m,0.002151697846333881
ATS3p,0.002149702305147972
PubchemFP527,0.002146933124892753
ATSC8c,0.0021435321515650917
3d-TDB6u,0.0021422498720201615
3d-RDF150i,0.0021315417447264444
PubchemFP699,0.0021227595926834857
minHCsatu,0.0021208997574463186
ETA_Eta_B_RC,0.0021161561821805633
AATSC4p,0.0021105867863999727
SaaNH,0.002106922263723151
MATS3i,0.00210567477596654
PubchemFP365,0.0021024742445950916
3d-P1m,0.0021021225456841455
VR1_DzZ,0.002094771974295393
nHother,0.00209228512938012
PubchemFP328,0.0020893451872468043
3d-Ai,0.0020889358381539075
PubchemFP771,0.0020867415705893818
PubchemFP719,0.00208085921552811
3d-RDF50p,0.002076443127015986
3d-RDF65e,0.002076302589520419
VE2_Dt,0.002061185835715191
3d-RDF90u,0.002056666393045027
SHdsCH,0.0020565170315886678
3d-E3i,0.0020540316474339303
nHsOH,0.002052017017136288
3d-RDF95p,0.002051127981092856
nssS,0.002050340754095376
3d-RDF50m,0.0020472248952984316
maxsOH,0.0020420455217882625
JGI4,0.0020410157540683687
ATS0p,0.002038918126296176
3d-TDB7u,0.002036672411924331
PubchemFP420,0.002035027181907963
ntN,0.002031958194430903
BCUTp-1h,0.0020282885360572546
PubchemFP513,0.002027895273393882
minHBa,0.0020276132846975014
nS,0.0020212874216942395
SpMin4_Bhs,0.002019444591077005
AATS2e,0.002018049315256759
3d-RDF85e,0.0020163953608428845
nHBint8,0.0020142892469658595
