y_pred_run_1,y_pred_run_2,y_pred_run_3,y_pred_run_4,y_pred_run_5,average_y_pred,y_test,Relative_Error_%
7.364245,7.6345654,7.6270347,7.5728526,7.187541,7.4772477,7.886056647693163,-5.183946184515556
4.7904835,5.466193,5.339539,5.262963,5.417236,5.255283,5.769551078621726,-8.913487249494041
6.710358,7.307789,7.4035277,7.445304,7.4009376,7.253583,7.244125144327507,0.13055834749952427
5.4163046,5.385441,5.405404,5.7605915,5.487399,5.491028,5.3872161432802645,1.9270006249976583
5.7934704,6.1679535,6.1313305,6.263691,6.468713,6.1650314,6.008773924307505,2.6004890642640066
6.2941475,6.562562,5.978596,6.2322855,5.8849716,6.1905127,6.853871964321762,-9.678606641755067
7.297914,7.4377117,7.6206603,7.501915,7.8064218,7.5329247,7.0,7.613209315708705
8.2754,7.98777,7.7612576,7.961131,7.8541193,7.967935,8.698970004336019,-8.40369513488381
4.624218,4.741784,4.615105,4.6047273,4.9203115,4.701229,4.8124792791635365,-2.3117020822557937
4.6916404,4.72882,4.7297907,4.5511727,4.7822237,4.696729,4.158640529545145,12.939051832660581
4.9707913,5.5407333,5.250165,5.2159357,5.4219966,5.2799244,5.091514981121351,3.70045874906468
5.434872,4.621441,4.5666075,4.6793723,4.55345,4.771148,5.4089353929735005,-11.791362658880225
5.6980996,5.7643166,5.8475823,5.6321917,5.7599564,5.740429,6.136677139879544,-6.4570484365872165
6.237721,6.435851,6.383574,6.324652,5.9510345,6.2665663,4.97469413473523,25.968875810770246
8.137763,7.6818924,7.858417,7.987964,7.5152497,7.836257,8.0,-2.046787738800049
7.009002,7.3346004,7.2495313,7.374032,7.408415,7.275116,7.585026652029182,-4.085821968066494
6.5194182,7.3604355,7.348577,7.357164,7.5103006,7.2191796,7.045757490560675,2.4613696958943434
7.3097253,6.8683624,6.7807264,6.856931,7.21688,7.0065246,7.481486060122113,-6.348491375504444
5.8100166,5.3330173,5.2782874,5.204735,5.3544445,5.3961,6.721246399047171,-19.715782997994843
6.721704,7.2789164,7.325828,7.2594476,7.6022468,7.237628,7.494850021680094,-3.431983800113074
4.883175,5.1497517,5.0516534,5.2420382,5.3619323,5.13771,5.177178354696896,-0.7623507930567088
5.46043,5.19217,5.0613236,5.3828325,5.219721,5.263295,4.774690718274138,10.233216855300173
5.805787,5.416889,5.4574027,5.659677,5.4919806,5.5663476,5.522878745280337,0.7870687689160405
6.046074,6.1469784,5.963265,6.2444744,6.196781,6.1195145,6.221848749616356,-1.644756862510277
5.1709237,5.2059298,5.1835723,4.9192348,5.529893,5.201911,5.0617305165370885,2.769417605306037
5.2772665,5.016609,5.284895,5.078458,5.3697486,5.2053957,5.301029995663981,-1.8040700994871335
5.87252,5.9738846,5.8432193,5.8527656,5.933771,5.895232,5.501689446210399,7.153125567333402
5.018107,5.538556,5.4815745,5.4333324,5.4590387,5.386122,5.049148541111453,6.673871502490155
7.344702,7.338726,7.7045894,7.602403,7.7419586,7.546476,8.148741651280925,-7.390905120763884
5.1028094,5.142441,5.2289844,4.911666,5.435778,5.164336,5.039291448311444,2.481395598963897
4.9890494,5.23524,5.2282624,4.9755635,5.3310256,5.151828,4.931814138253839,4.461110410354671
5.843955,5.7123404,5.2939563,5.6264277,5.4515457,5.585645,4.6777807052660805,19.408017407355143
5.3320394,4.8324223,4.729209,4.4852204,4.796552,4.8350887,4.721246399047171,2.411277048243079
7.950599,7.723425,7.8647447,7.911176,7.8251047,7.85501,8.0,-1.8123745918273926
5.553386,5.384344,5.4566216,5.4914546,5.6900663,5.515175,5.120617362825658,7.705272136937682
7.4835916,7.7932787,8.009994,7.904054,7.705846,7.779353,7.638272163982407,1.8470273744305137
7.961888,7.629156,7.7875657,7.6371784,7.756672,7.7544923,7.769551078621726,-0.19381809324517107
5.499513,5.7239895,5.8277802,6.080639,5.8903284,5.80445,5.375047895336878,7.9888058324255065
7.1190867,7.1656837,7.283837,7.2402453,7.4404616,7.2498627,7.1249387366083,1.7533334518130244
7.4424567,6.451456,6.499089,7.1878233,7.1583395,6.947833,5.229147988357856,32.86740166250554
6.206224,7.6195946,7.260629,7.431474,7.096409,7.1228666,7.744727494896693,-8.02947379042403
5.913664,5.751894,6.072299,5.6038876,6.108487,5.8900466,5.903089986991944,-0.22095869271155583
8.040153,7.394203,7.714396,7.37456,7.735233,7.651709,6.119186408,25.044549545653123
5.5118546,5.335928,5.6922784,5.430447,5.650264,5.5241537,4.657577319177793,18.605732784416883
6.859542,7.2454224,7.044687,7.3886847,7.502084,7.208084,7.638272163982407,-5.632007452753621
6.403189,6.671563,6.474971,6.69002,6.839261,6.6158013,7.251811972993799,-8.770368577966984
7.551616,7.331176,7.3084607,7.0311613,7.180232,7.280529,7.267606240177032,0.17781345896706507
6.941872,6.693987,6.3992114,6.689134,6.8175917,6.7083597,7.167491087293763,-6.405747330260918
7.7083507,7.530943,7.6449504,7.54588,7.4773135,7.581487,7.136677139879544,6.232733108204665
7.835958,7.6548347,7.658896,7.7683,7.926184,7.7688346,8.459670525209127,-8.166227422671215
4.9890504,5.23524,5.2282624,4.9755635,5.331025,5.151828,4.931814138,4.4611104157312464
8.127833,7.801429,7.761762,7.9575152,7.866129,7.902934,8.036212172654444,-1.6584691318393332
4.8546214,5.296488,5.1642075,4.942458,5.313908,5.1143365,4.497572880015567,13.713254394521378
4.765219,5.0507565,4.9546247,4.920998,5.155236,4.9693666,5.2441251443275085,-5.239359975593911
5.390027,5.0289984,5.4677863,5.1116695,5.0300627,5.205709,5.0,4.114179611206055
5.283132,4.528885,4.48443,4.3999543,4.394476,4.6181755,4.935542010773082,-6.4302259708974505
6.7203326,6.8624144,6.712642,6.994801,6.8567524,6.8293886,7.886056647693163,-13.399194000629228
5.1115913,5.4572144,5.1502833,5.3667808,5.434887,5.3041515,5.221848749616356,1.5761235026937586
5.0489955,5.02981,4.9663725,5.1133657,5.0610247,5.043914,3.896196279044043,29.457385614184595
7.04334,7.4599648,7.7512527,7.613662,7.696291,7.5129027,7.5376020021010435,-0.3276806792178786
6.5566745,6.1776457,6.1986704,6.431187,6.9317737,6.4591904,6.167491087293763,4.729626313681067
5.5587683,5.778303,5.813522,6.2391133,5.9256096,5.863063,6.042871802323187,-2.9755544983184428
5.919982,5.9227886,6.0892844,5.842121,6.2927327,6.0133815,6.43356250780493,-6.531078638383159
5.6688952,5.698621,5.66853,5.668679,5.530055,5.646956,6.920818753952375,-18.406244005095903
5.4239087,5.3390827,5.2004924,5.3375206,5.5229406,5.364789,5.7447274948966935,-6.613690312377256
7.580739,7.611058,8.056878,7.7564707,7.5561113,7.712251,8.16962521680645,-5.598470165983825
6.9244204,6.9266157,7.3394575,6.9086785,7.0563483,7.031104,6.119186407719209,14.902596838037466
5.5281024,5.4214115,5.755105,5.6276317,5.522943,5.571039,5.236572006437063,6.3871401554470015
5.5681167,5.5806293,5.673659,5.490767,5.7685614,5.616347,5.2441251443275085,7.097879656155917
7.2773986,7.103468,6.5991635,6.913488,6.935664,6.9658365,7.657577319177793,-9.03341573165712
7.4699826,7.7012444,7.8728733,7.6576457,7.494154,7.63918,8.136677139879543,-6.114252143919572
6.2308764,6.605772,5.9458833,6.2222085,6.5819716,6.3173423,6.070581074285707,4.064869639927849
6.944918,7.4275312,7.7502313,7.6114345,7.665913,7.4800057,7.585026652029182,-1.3845819629612157
5.124476,5.142227,4.985847,4.8942046,5.1805415,5.0654593,4.552841968657781,11.259281263767482
7.350105,7.7173786,7.386143,7.2264223,7.389677,7.413945,7.853871964321762,-5.601399771490553
7.9718804,7.802334,7.755002,7.928652,7.868686,7.8653107,6.860120913598763,14.652653619471485
7.575335,7.7540665,7.8658724,7.822203,7.72472,7.748439,7.568636235841013,2.3756274406686497
4.189401,4.7186003,4.6030436,4.7286487,5.0017385,4.6482863,3.880582435427122,19.783213472933976
5.634244,5.9241114,6.0699925,6.1918373,6.0102477,5.9660864,5.853871964321762,1.916926506019283
7.551451,7.358755,7.7366934,7.475628,7.673433,7.5591917,6.860120913598763,10.190356686160753
6.389677,5.935527,6.156647,5.9861145,6.3779306,6.1691794,6.1938200260161125,-0.39782535443290334
5.6334176,5.2021503,5.2197824,5.5672154,5.1379075,5.352094,5.568636235841013,-3.8886013242506756
5.905954,6.8575106,7.0710483,7.1338515,6.791123,6.7518973,6.958607314841775,-2.9705653794890794
5.378901,5.110812,5.207544,5.0269895,5.025203,5.14989,5.0,2.9977989196777344
5.1008315,5.376978,5.3519855,5.372809,5.3784,5.316201,4.987162775,6.597707952734165
6.58909,6.1313286,6.242571,6.2463546,6.404139,6.3226967,5.568636235841013,13.541205027843217
7.4813476,7.5766945,7.76511,7.782055,7.4517817,7.6113977,7.301029995663981,4.251013182324153
6.522014,7.2738657,7.0432506,7.058191,7.617111,7.102887,7.585026652,-6.356464129857503
4.749842,4.6102657,4.5984674,4.792539,4.824027,4.7150283,4.882728704344236,-3.4345635098424663
7.588927,7.4626274,7.391559,7.285088,7.1733227,7.380305,8.033076458801586,-8.126047956401006
7.3577065,7.2167196,7.0304685,7.5550494,7.5404744,7.340084,7.67778070526608,-4.398362525602273
5.5979624,5.8627644,5.9346676,5.9033465,5.942761,5.8483,6.413412695328245,-8.81141978554286
7.8116403,7.3236074,7.432608,7.300513,7.3958406,7.4528418,6.537602002101044,13.999624882836928
6.527473,7.022155,6.739877,6.959,6.865281,6.822757,7.207608310501746,-5.339518001665738
6.5067134,6.935569,6.2644114,6.2365317,6.682858,6.5252166,8.154901959985743,-19.98411984037312
7.230587,7.1168585,6.743901,7.1828685,6.8540697,7.0256567,5.522878745280337,27.21004795077499
5.6074367,5.405246,5.257913,5.453476,5.6037464,5.465564,5.823908740944319,-6.152997630545427
6.462031,6.3339148,6.3136854,6.125858,6.5692153,6.360941,6.148741651,3.4511009613329278
7.5924582,7.838026,8.184827,8.001824,8.234625,7.970352,7.040958607678906,13.19981577734394
5.20009,5.120369,5.137016,4.9514384,5.350779,5.1519384,4.668572703479257,10.353608386050011
5.0687327,5.423682,5.190988,4.9731936,5.338028,5.198925,4.431798276,17.309604240446852
7.2848296,7.2707224,7.4058566,7.19367,7.376743,7.3063645,5.0,46.12729072570801
4.66392,4.4488926,4.6896424,4.671968,4.5714464,4.609174,4.568636235841013,0.8873006469678557
5.2784095,5.139824,5.205216,5.068133,5.248756,5.1880674,4.924453038607469,5.3531711145190926
7.4616585,7.475747,7.9193234,7.6063614,7.5229406,7.597206,7.823908740944319,-2.8975622381083674
5.472826,5.444792,5.341981,5.089544,5.4227214,5.354373,5.221848749616356,2.5378794934232727
4.944421,4.741767,4.789435,4.6725225,4.6967063,4.76897,4.4156687756324695,8.001081036285857
5.390119,6.6154127,5.681375,5.939485,6.171146,5.959508,6.297267974835735,-5.363596308522013
6.0592723,6.0350895,5.927979,5.9016175,5.858656,5.956523,6.167491087293763,-3.4206477596545457
6.9037375,5.6147594,5.683889,6.3141484,6.0939198,6.122091,4.7447274948966935,29.029345164344328
6.316739,6.762128,7.32521,6.7476673,6.188548,6.668059,5.886056647693163,13.285672757434575
6.9591002,6.9284363,7.196485,7.0333533,7.300502,7.0835752,8.00436480540245,-11.50359309039378
7.10603,7.461047,7.708327,7.6226563,7.1871014,7.417032,7.602059991327962,-2.43392220733461
7.4018064,7.3347836,7.3188887,7.304849,7.3044834,7.332962,7.443697499232713,-1.4876405591618298
5.434462,5.0893764,4.988439,5.01077,5.572845,5.2191787,4.823908740944319,8.193976231472586
6.286098,6.2483253,6.160964,6.1001515,6.313575,6.221823,6.698970004336019,-7.122688839367224
5.348889,5.6076202,5.3885713,5.512316,5.4359274,5.458665,5.987162775294828,-8.82718411083786
5.6716332,5.4852085,5.5115895,5.158095,5.5811343,5.481532,4.309803919971486,27.187505479345774
6.6962986,7.1834536,7.0693574,7.111186,7.362859,7.0846305,7.040958607678906,0.6202547707471298
7.3309216,7.610424,7.738911,7.6518617,7.4291477,7.552253,6.920818753952375,9.123689522388338
7.395891,7.575136,7.813478,7.7374835,7.8491187,7.674222,7.795880017344075,-1.5605425504335306
5.0988173,4.8840446,5.0668845,4.749588,5.2168703,5.003241,4.886056647693163,2.3983433455784726
7.66017,7.60166,7.699059,7.823031,7.6749783,7.691779,7.795880017344075,-1.3353320017080708
7.57556,7.377157,6.9617414,7.0326943,7.0026865,7.189968,4.698970004336019,53.01157705829679
6.214663,6.053013,6.20321,5.9289036,6.477631,6.175484,5.268411234813262,17.217200882939977
5.0141115,5.5080976,5.4426713,5.5350394,5.5039845,5.4007807,4.698970004336019,14.935415055039488
5.241136,5.2376165,5.218489,5.02548,5.286606,5.201865,4.060480747381382,28.109588983588417
6.236091,6.435807,6.744069,6.6640563,6.8261433,6.581233,6.677780705,-1.4458048963863364
7.0943465,6.8049536,6.433027,6.837469,6.8355455,6.8010683,6.853871964321762,-0.7704208457262716
6.7758937,7.5045433,7.795661,7.2195644,7.378604,7.334853,7.309803919971486,0.3426802224109132
5.4247704,5.591261,5.7040195,5.7215037,5.741342,5.6365795,4.559090917934783,23.63384751500223
