"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL32769";"";"None";"326.36";"0";"1.82";"172";"COc1ccc(CNc2cnc3nc(N)nc(N)c3c2)cc1OC";"IC50";"'='";"729.96";"nM";"6.14";"";"";"UO_0000065";"18.80";"0.35";"4.32";"5.06";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL34337";"";"None";"294.36";"0";"1.87";"162";"CN(CCc1ccccc1)c1cnc2nc(N)nc(N)c2c1";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"20.51";"0.37";"4.17";"6.42";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL113999";"";"None";"355.40";"0";"2.43";"91";"COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"19.91";"0.37";"4.65";"6.02";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL286700";"";"None";"266.31";"0";"1.80";"177";"Nc1nc(N)c2cc(NCc3ccccc3)cnc2n1";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"23.60";"0.43";"4.48";"6.12";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL106070";"";"None";"286.30";"0";"1.20";"7";"COc1ccc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)c1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"20.15";"0.38";"4.57";"4.62";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL116815";"";"None";"325.37";"0";"2.42";"93";"COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"21.27";"0.39";"4.50";"6.39";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL476744";"";"None";"359.46";"0";"3.24";"15";"CCCc1c(Sc2cc(OC)ccc2OC)[nH]c2nc(N)nc(N)c12";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL983749";"Inhibition of Toxoplasma gondii thymidylate synthase at >12 uM";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1155823";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL516128";"";"None";"359.46";"0";"3.41";"23";"COc1ccc(OC)c(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)c1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL983755";"Inhibition of Toxoplasma gondii thymidylate synthase at >2.3 uM";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1155823";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL477150";"";"None";"349.46";"0";"4.55";"26";"CC(C)c1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL983756";"Inhibition of Toxoplasma gondii thymidylate synthase at >2.4 uM";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1155823";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"TMP";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"19.13";"0.36";"4.29";"5.26";"0";"CHEMBL664919";"Inhibitory activity against Dihydrohydrofolate reductase(DHFR) of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1136782";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL80065";"";"None";"359.23";"0";"2.87";"110";"Cc1c(CNc2ccc(Br)cc2)cnc2nc(N)nc(N)c12";"IC50";"'='";"9.5";"nM";"8.02";"";"";"UO_0000065";"22.33";"0.50";"5.15";"7.81";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL264386";"";"None";"324.39";"0";"2.14";"111";"COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc1";"IC50";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"25.08";"0.46";"6.00";"7.89";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL55727";"";"None";"330.40";"0";"2.98";"67";"CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc2ccccc2c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"23.60";"0.43";"4.82";"8.30";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL35569";"";"None";"356.39";"0";"1.83";"164";"COc1ccc(CNc2cnc3nc(N)nc(N)c3c2)c(OC)c1OC";"IC50";"'='";"350.03";"nM";"6.46";"";"";"UO_0000065";"18.11";"0.34";"4.63";"4.95";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"trimethoprim";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1034982";"Inhibition of Toxoplasma gondii thymidylate synthase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1140135";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL79890";"";"None";"316.41";"0";"2.81";"3a";"CCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1";"IC50";"'='";"6500.0";"nM";"5.19";"";"";"UO_0000065";"16.39";"0.31";"2.38";"5.39";"0";"CHEMBL662241";"Inhibition of partially purified dihydrofolate reductase (DHFR) from Toxoplasma gondii (Tg)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1135399";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL23297";"";"None";"347.38";"0";"3.79";"44";"Nc1nc(N)c2c(CNc3ccc(Oc4ccccc4)cc3)coc2n1";"IC50";"'='";"32400.0";"nM";"4.49";"";"";"UO_0000065";"12.92";"0.24";"0.70";"4.00";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL292427";"";"None";"335.20";"0";"3.11";"48";"Nc1nc(N)c2nc(CNc3ccc(Cl)c(Cl)c3)ccc2n1";"IC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"21.61";"0.45";"4.13";"7.05";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL54913";"";"None";"335.20";"0";"3.11";"59";"Nc1nc(N)c2nc(CNc3c(Cl)cccc3Cl)ccc2n1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"22.53";"0.47";"4.44";"7.35";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL32583";"";"None";"370.41";"0";"2.39";"178";"COc1cc(C(C)Nc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"194.0";"nM";"6.71";"";"";"UO_0000065";"18.12";"0.34";"4.32";"5.15";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL299174";"";"None";"340.39";"0";"1.84";"65";"COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)c(OC)c1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"23.07";"0.43";"6.01";"6.99";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL114839";"";"None";"319.41";"0";"3.29";"10";"Nc1nc(N)c2cc(NCc3cccc4c3CCCC4)ccc2n1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"22.06";"0.40";"3.76";"7.84";"0";"CHEMBL665585";"Inhibition of recombinant Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"TMP";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"Activity";"'='";"2.8";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1108182";"Inhibition of Toxoplasma gondii DHFR by continuous spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1157930";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL301769";"";"None";"367.42";"0";"3.41";"I";"Nc1nc(N)c2nc(CN3c4ccccc4C=Cc4ccccc43)cnc2n1";"Activity";"'='";"0.043";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1108182";"Inhibition of Toxoplasma gondii DHFR by continuous spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1157930";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL34259";"METHOTREXATE";"4.0";"454.45";"0";"0.27";"methotrexate";"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"16.85";"0.32";"7.39";"3.64";"1";"CHEMBL665592";"Inhibitory concentration against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1133617";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";""
"CHEMBL23146";"";"None";"314.37";"0";"1.89";"12g";"COc1ccc(SCc2cnc3nc(N)nc(N)c3n2)cc1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"15.44";"0.30";"2.96";"4.30";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL68439";"";"None";"314.35";"0";"1.75";"39";"COc1ccc(NCc2c[nH]c3nc(N)nc(N)c23)cc1OC";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"17.07";"0.32";"3.62";"4.32";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL23021";"";"None";"340.39";"0";"2.13";"10";"COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"22.90";"0.43";"5.67";"6.43";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL116815";"";"None";"325.37";"0";"2.42";"4";"COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1";"IC50";"'='";"840.0";"nM";"6.08";"";"";"UO_0000065";"18.67";"0.35";"3.66";"5.61";"0";"CHEMBL665585";"Inhibition of recombinant Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL312688";"";"None";"295.13";"0";"2.49";"11";"Nc1nc(N)c2nc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"17.53";"0.37";"2.68";"4.86";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL23532";"";"None";"370.41";"0";"2.14";"1a";"COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"7.4";"nM";"8.13";"";"";"UO_0000065";"21.95";"0.41";"5.99";"6.23";"1";"CHEMBL664916";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128680";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL61927";"";"None";"329.36";"0";"1.90";"15";"COc1ccc(OC)c(N(C)Cc2c[nH]c3nc(N)nc(O)c23)c1";"IC50";"'='";"10300.0";"nM";"4.99";"";"";"UO_0000065";"15.14";"0.28";"3.09";"4.55";"0";"CHEMBL664920";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134503";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL105906";"";"None";"276.30";"0";"2.34";"17";"Nc1nc(N)c2nc(-c3ccc4ccccc4c3)[nH]c2n1";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"16.54";"0.30";"2.23";"4.29";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL318601";"";"None";"295.13";"0";"2.49";"12";"Nc1nc(N)c2[nH]c(-c3c(Cl)cccc3Cl)nc2n1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"16.80";"0.36";"2.47";"4.66";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL114354";"";"None";"333.44";"0";"3.31";"15";"CN(Cc1cccc2c1CCCC2)c1ccc2nc(N)nc(N)c2c1";"IC50";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"25.15";"0.46";"5.08";"10.35";"0";"CHEMBL665585";"Inhibition of recombinant Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL116816";"";"None";"325.37";"0";"2.42";"3";"COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2)c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"18.31";"0.34";"3.54";"5.50";"0";"CHEMBL665585";"Inhibition of recombinant Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL284839";"";"None";"408.46";"0";"2.95";"26";"COc1ccc(CCCOc2cccc(C(=O)O)c2)cc1Cc1cnc(N)nc1N";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"16.35";"0.30";"3.73";"5.00";"0";"CHEMBL665598";"Inhibitory concentration against dihydrofolate reductase of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1149100";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL121319";"";"None";"338.24";"0";"3.16";"11";"Nc1nc(N)c2c(n1)CCC(CNc1cc(Cl)ccc1Cl)C2";"IC50";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"20.73";"0.44";"3.85";"7.81";"0";"CHEMBL665604";"Inhibitory activity against purified DHFR (Dihydrofolate reductase) from Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128550";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL439816";"";"None";"375.26";"0";"3.05";"8";"Nc1nc(N)c2cc3c(nc2n1)CCN(Cc1ccc(Cl)c(Cl)c1)C3";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"14.10";"0.29";"2.24";"5.63";"0";"CHEMBL665701";"Inhibitory activity against Toxoplasma gondii (tg) Dihydrofolate reductase (DHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1135650";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL275309";"";"None";"439.43";"1";"0.85";"5-deaza aminopterin";"Nc1nc(N)c2cc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1";"IC50";"'='";"0.0021";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL665694";"Inhibition against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1126566";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";""
"CHEMBL80746";"";"None";"265.32";"0";"2.41";"11a";"Nc1nc(N)c2cc(CNc3ccccc3)ccc2n1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"26.38";"0.48";"4.59";"7.79";"0";"CHEMBL665597";"Inhibitory concentration against dihydrofolate reductase DHFR from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134533";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL119";"TRIMETREXATE";"4.0";"369.43";"0";"2.74";"TMQ";"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"21.65";"0.40";"5.26";"6.81";"1";"CHEMBL1073069";"Inhibition of Toxoplasma gondii DHFR at 37 degC by spectrophotometry";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1159120";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL53903";"";"None";"360.42";"0";"3.27";"5b";"COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c2ccccc12";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"21.19";"0.39";"4.37";"6.82";"0";"CHEMBL664916";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128680";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
